name,url,coords
"Owl and Pussycat, Shoreditch","https://en.wikipedia.org/wiki/Owl_and_Pussycat,_Shoreditch",51.524267°N 0.0754392°W
"The Palm Tree, Mile End","https://en.wikipedia.org/wiki/The_Palm_Tree,_Mile_End",51.529160°N 0.040718°W
The Pride of Spitalfields,https://en.wikipedia.org/wiki/The_Pride_of_Spitalfields,51.51891°N 0.07115°W
Prospect of Whitby,https://en.wikipedia.org/wiki/Prospect_of_Whitby,51.50710°N 0.05113°W
"The Royal Oak, Bethnal Green","https://en.wikipedia.org/wiki/The_Royal_Oak,_Bethnal_Green",51.529581°N 0.0693760°W
Ten Bells,https://en.wikipedia.org/wiki/Ten_Bells,51.5193500°N 0.0743361°W
Town of Ramsgate,https://en.wikipedia.org/wiki/Town_of_Ramsgate,51.503472°N 0.062056°W
"The Widow's Son, London","https://en.wikipedia.org/wiki/The_Widow%27s_Son,_London",51.522249°N 0.018008°W
"Bull and Crown, Chingford","https://en.wikipedia.org/wiki/Bull_and_Crown,_Chingford",51.630238°N 0.000755°E
"The Alchemist, Battersea","https://en.wikipedia.org/wiki/The_Alchemist,_Battersea",51.45958°N 0.17934°W
"The Bedford, Balham","https://en.wikipedia.org/wiki/The_Bedford,_Balham",51.442670°N 0.149281°W
"Brewery Tap, Wandsworth","https://en.wikipedia.org/wiki/Brewery_Tap,_Wandsworth",51.456956°N 0.192908°W
"Bricklayer's Arms, Putney","https://en.wikipedia.org/wiki/Bricklayer%27s_Arms,_Putney",51.46612°N 0.21675°W
"The Duke's Head, Putney","https://en.wikipedia.org/wiki/The_Duke%27s_Head,_Putney",51.467291°N 0.217134°W
"Falcon, Battersea","https://en.wikipedia.org/wiki/Falcon,_Battersea",51.46383°N 0.16798°W
"The Grapes, Wandsworth","https://en.wikipedia.org/wiki/The_Grapes,_Wandsworth",51.4586°N 0.1905°W
"Green Man, Putney","https://en.wikipedia.org/wiki/Green_Man,_Putney",51.4534361°N 0.2237944°W
"The Half Moon, Putney","https://en.wikipedia.org/wiki/The_Half_Moon,_Putney",51.467232°N 0.220172°W
"King's Head, Roehampton","https://en.wikipedia.org/wiki/King%27s_Head,_Roehampton",51.450283°N 0.240766°W
"King's Head, Tooting","https://en.wikipedia.org/wiki/King%27s_Head,_Tooting",51.4341°N 0.1627°W
"Leather Bottle, Earlsfield","https://en.wikipedia.org/wiki/Leather_Bottle,_Earlsfield",51.436843°N 0.187270°W
"Mason's Arms, Battersea","https://en.wikipedia.org/wiki/Mason%27s_Arms,_Battersea",51.476687°N 0.146868°W
Montague Arms,https://en.wikipedia.org/wiki/Montague_Arms,51.449950°N 0.240088°W
"Spread Eagle, Wandsworth","https://en.wikipedia.org/wiki/Spread_Eagle,_Wandsworth",51.456605°N 0.192289°W
"The White Lion, Putney","https://en.wikipedia.org/wiki/The_White_Lion,_Putney",51.465734°N 0.214661°W
The Albert,https://en.wikipedia.org/wiki/The_Albert,51.497574°N 0.135388°W
"Angel and Crown, Covent Garden","https://en.wikipedia.org/wiki/Angel_and_Crown,_Covent_Garden",51.510936°N 0.126859°W
"Barley Mow, Marylebone","https://en.wikipedia.org/wiki/Barley_Mow,_Marylebone",51.5197°N 0.1556°W
"The Old Bell, Covent Garden","https://en.wikipedia.org/wiki/The_Old_Bell,_Covent_Garden",51.511765°N 0.120224°W
"The Beehive, Marylebone","https://en.wikipedia.org/wiki/The_Beehive,_Marylebone",51.5200°N 0.1573°W
"Carlton Tavern, Kilburn","https://en.wikipedia.org/wiki/Carlton_Tavern,_Kilburn",51.53207°N 0.19149°W
The Cheshire Cheese,https://en.wikipedia.org/wiki/The_Cheshire_Cheese,51.51243°N 0.11321°W
The Clachan,https://en.wikipedia.org/wiki/The_Clachan,51.513532°N 0.140242°W
"Coach and Horses, Mayfair","https://en.wikipedia.org/wiki/Coach_and_Horses,_Mayfair",51.50908°N 0.14727°W
"Coal Hole, Strand","https://en.wikipedia.org/wiki/Coal_Hole,_Strand",51.5104°N 0.1213°W
"The Crown, Covent Garden","https://en.wikipedia.org/wiki/The_Crown,_Covent_Garden",51.51395°N 0.12685°W
The Devereux,https://en.wikipedia.org/wiki/The_Devereux,51.512856°N 0.112555°W
"Duke of Wellington, Belgravia","https://en.wikipedia.org/wiki/Duke_of_Wellington,_Belgravia",51.493136°N 0.153288°W
"The Duke of Wellington, Marylebone","https://en.wikipedia.org/wiki/The_Duke_of_Wellington,_Marylebone",51.51935°N 0.16145°W
The Edgar Wallace,https://en.wikipedia.org/wiki/The_Edgar_Wallace,51.512706°N 0.112749°W
Fitzroy Tavern,https://en.wikipedia.org/wiki/Fitzroy_Tavern,51.5186°N 0.1347°W
The Flying Horse,https://en.wikipedia.org/wiki/The_Flying_Horse,51.516565°N 0.130808°W
"Freemasons Arms, Covent Garden","https://en.wikipedia.org/wiki/Freemasons_Arms,_Covent_Garden",51.5125°N 0.1225°W
The Grenadier,https://en.wikipedia.org/wiki/The_Grenadier,51.5014°N 0.1549°W
The Harp,https://en.wikipedia.org/wiki/The_Harp,51.509638°N 0.126062°W
"Lamb and Flag, Covent Garden","https://en.wikipedia.org/wiki/Lamb_and_Flag,_Covent_Garden",51.5116°N 0.1256°W
The Marquis of Clanricarde,https://en.wikipedia.org/wiki/The_Marquis_of_Clanricarde,51.517050°N 0.170640°W
The Marquis of Granby,https://en.wikipedia.org/wiki/The_Marquis_of_Granby,51.518059°N 0.134680°W
"The Mitre, Bayswater","https://en.wikipedia.org/wiki/The_Mitre,_Bayswater",51.51232°N 0.17840°W
"Nag's Head, Covent Garden","https://en.wikipedia.org/wiki/Nag%27s_Head,_Covent_Garden",51.512955°N 0.123749°W
Nell Gwynne Tavern,https://en.wikipedia.org/wiki/Nell_Gwynne_Tavern,51.510233°N 0.122824°W
The Old Shades,https://en.wikipedia.org/wiki/The_Old_Shades,51.506486°N 0.12691162°W
The Only Running Footman,https://en.wikipedia.org/wiki/The_Only_Running_Footman,51.5085°N 0.14615°W
Paxtons Head,https://en.wikipedia.org/wiki/Paxtons_Head,51.50149°N 0.16231°W
"Plumbers Arms, Belgravia","https://en.wikipedia.org/wiki/Plumbers_Arms,_Belgravia",51.4965°N 0.1476°W
"Prince Alfred, Maida Vale","https://en.wikipedia.org/wiki/Prince_Alfred,_Maida_Vale",51.52436°N 0.18493°W
PS Tattershall Castle,https://en.wikipedia.org/wiki/PS_Tattershall_Castle,51.5056°N 0.1222°W
"The Punch Bowl, Mayfair","https://en.wikipedia.org/wiki/The_Punch_Bowl,_Mayfair",51.5090°N 0.1494°W
"Red Lion, St James's","https://en.wikipedia.org/wiki/Red_Lion,_St_James%27s",51.508230°N 0.136481°W
"Red Lion, Westminster","https://en.wikipedia.org/wiki/Red_Lion,_Westminster",51.502078°N 0.12568034°W
"The Salisbury, Covent Garden","https://en.wikipedia.org/wiki/The_Salisbury,_Covent_Garden",51.5109°N 0.1273°W
"The Ship, New Cavendish Street","https://en.wikipedia.org/wiki/The_Ship,_New_Cavendish_Street",51.52037°N 0.14077°W
Ship and Shovell,https://en.wikipedia.org/wiki/Ship_and_Shovell,51.5077°N 0.1248°W
Silver Cross Tavern,https://en.wikipedia.org/wiki/Silver_Cross_Tavern,51.50639°N 0.12694°W
"Star Tavern, Belgravia","https://en.wikipedia.org/wiki/Star_Tavern,_Belgravia",51.498411°N 0.155870°W
Swan Inn,https://en.wikipedia.org/wiki/Swan_Inn,51.511556°N 0.17694°W
The Tea Clipper,https://en.wikipedia.org/wiki/The_Tea_Clipper,51.499599°N 0.166268°W
"Two Brewers, Covent Garden","https://en.wikipedia.org/wiki/Two_Brewers,_Covent_Garden",51.51336°N 0.12722°W
Two Chairmen,https://en.wikipedia.org/wiki/Two_Chairmen,51.5006°N 0.1317°W
"The Victoria, Bayswater","https://en.wikipedia.org/wiki/The_Victoria,_Bayswater",51.51342°N 0.17125°W
"The Warrington, Maida Vale","https://en.wikipedia.org/wiki/The_Warrington,_Maida_Vale",51.5272°N 0.1831°W
"Warwick Castle, Maida Vale","https://en.wikipedia.org/wiki/Warwick_Castle,_Maida_Vale",51.522110°N 0.18376933°W
"White Lion, Covent Garden","https://en.wikipedia.org/wiki/White_Lion,_Covent_Garden",51.51281°N 0.12387°W
The Wilton Arms,https://en.wikipedia.org/wiki/The_Wilton_Arms,51.50147°N 0.15710°W
Yorkshire Stingo,https://en.wikipedia.org/wiki/Yorkshire_Stingo,51.520520°N 0.164945°W
The Admiral Duncan,https://en.wikipedia.org/wiki/The_Admiral_Duncan,51.5129°N 0.1324°W
Argyll Arms,https://en.wikipedia.org/wiki/Argyll_Arms,51.515061°N 0.14139°W
Candy Bar (London),https://en.wikipedia.org/wiki/Candy_Bar_(London),51.5149°N 0.1336°W
"Coach and Horses, Soho","https://en.wikipedia.org/wiki/Coach_and_Horses,_Soho",51.513222°N 0.130222°W
The Colony Room,https://en.wikipedia.org/wiki/The_Colony_Room,51.5133°N 0.1322°W
Comptons of Soho,https://en.wikipedia.org/wiki/Comptons_of_Soho,51.5126°N 0.1326°W
De Hems,https://en.wikipedia.org/wiki/De_Hems,51.5120°N 0.1313°W
"Dog and Duck, Soho","https://en.wikipedia.org/wiki/Dog_and_Duck,_Soho",51.51397°N 0.132°W
"The French House, Soho","https://en.wikipedia.org/wiki/The_French_House,_Soho",51.5127°N 0.1318°W
John Snow (public house),https://en.wikipedia.org/wiki/John_Snow_(public_house),51.513194°N 0.13667°W
"Pillars of Hercules, Soho","https://en.wikipedia.org/wiki/Pillars_of_Hercules,_Soho",51.514558°N 0.131176°W
The Scots Hoose,https://en.wikipedia.org/wiki/The_Scots_Hoose,51.5149873°N 0.1220735°W
Sun and 13 Cantons,https://en.wikipedia.org/wiki/Sun_and_13_Cantons,51.512656°N 0.13660272°W
